Geo Point;Geo Shape;OBJECTID;id_ref_zdl;gares_id;nom_gare;nomlong;nom_iv;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;cod_resf;res_stif;exploitant;num_psr;idf;principal;x;y
48.8410940563,2.2879457665;"{""type"": ""Point"", ""coordinates"": [2.287945766499664, 48.84109405634958]}";4;42370;94;Boucicaut;BOUCICAUT;Boucicaut;2223;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108023;8;METRO;M8;3.0;110.0;RATP;0;1;0;647739.0763;6860351.7535
48.8523154274,2.38937812792;"{""type"": ""Point"", ""coordinates"": [2.389378127918612, 48.85231542739916]}";5;42374;98;Rue des Boulets;RUE DES BOULETS;Rue des Boulets;2233;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109079;9;METRO;M9;3.0;110.0;RATP;0;1;0;655193.1503;6861537.1145
48.8420053473,2.23888732579;"{""type"": ""Point"", ""coordinates"": [2.23888732579071, 48.84200534728088]}";6;42380;99;Boulogne-Jean Jaurès;BOULOGNE-JEAN JAURES;Boulogne-Jean Jaurès;2264;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110025;10;METRO;M10;3.0;110.0;RATP;0;1;0;644139.5371;6860486.666
48.8299902817,2.37574814434;"{""type"": ""Point"", ""coordinates"": [2.375748144341912, 48.82999028168356]}";11;45301;72;Bibliothèque François Mitterrand;BIBLIOTHEQUE FRANCOIS MITTERRAND;Bibliothèque François Mitterrand;2376;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01547;;14;6.0;14-383;14;METRO;M14;3.0;110.0;RATP;0;1;0;654173.3908;6859062.6022
48.8321105601,2.23863934858;"{""type"": ""Point"", ""coordinates"": [2.2386393485754, 48.83211056011021]}";12;42334;74;Billancourt;BILLANCOURT;Billancourt;2261;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109023;9;METRO;M9;3.0;110.0;RATP;0;1;0;644110.7295;6859386.6609
48.892082786,2.28500950275;"{""type"": ""Point"", ""coordinates"": [2.285009502746195, 48.89208278597479]}";22;42195;16;Anatole France;ANATOLE FRANCE;Anatole France;2051;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103079;3;METRO;M3;3.0;110.0;RATP;0;1;0;647574.9141;6866023.2122
48.8515102782,2.39830234427;"{""type"": ""Point"", ""coordinates"": [2.398302344267161, 48.85151027816435]}";30;42271;44;Avron;AVRON;Avron;2026;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102035;2;METRO;M2;3.0;110.0;RATP;0;1;0;655847.3058;6861442.5619
48.8834361881,2.34977444365;"{""type"": ""Point"", ""coordinates"": [2.349774443646268, 48.883436188059335]}";33;42280;50;Barbès-Rochechouart;BARBES-ROCHECHOUART;Barbès-Rochechouart;2079;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104037;4;METRO;M4;3.0;110.0;RATP;0;1;0;652315.6291;6865020.7075
48.8333385593,2.38663240207;"{""type"": ""Point"", ""coordinates"": [2.386632402066984, 48.83333855925166]}";46;45234;221;Cour Saint-Émilion;COUR SAINT-EMILION;Cour Saint-Émilion;2375;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01547;;14;6.0;14-114001;14;METRO;M14;3.0;110.0;RATP;0;1;0;654975.2848;6859428.6327
48.8579655912,2.43555571569;"{""type"": ""Point"", ""coordinates"": [2.435555715694055, 48.85796559116602]}";51;42789;228;Croix de Chavaux (Jacques Duclos);CROIX DE CHAVAUX (JACQUES DUCLOS);Croix de Chavaux;2227;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109091;9;METRO;M9;3.0;110.0;RATP;0;1;0;658586.0485;6862140.1552
48.8342929805,2.33285230996;"{""type"": ""Point"", ""coordinates"": [2.33285230996089, 48.83429298047319]}";57;42835;237;Denfert-Rochereau;DENFERT-ROCHEREAU;Denfert-Rochereau;2136;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-297;6;METRO;M6;3.0;110.0;RATP;0;1;0;651028.503;6859566.7636
48.8390411437,2.38962001134;"{""type"": ""Point"", ""coordinates"": [2.389620011336723, 48.83904114370005]}";58;42869;244;Dugommier;DUGOMMIER;Dugommier;2127;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106039;6;METRO;M6;3.0;110.0;RATP;0;1;0;655199.4896;6860061.0017
48.850434549,2.29361243991;"{""type"": ""Point"", ""coordinates"": [2.293612439913188, 48.8504345490295]}";59;42871;245;Dupleix;DUPLEIX;Dupleix;2144;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106073;6;METRO;M6;3.0;110.0;RATP;0;1;0;648164.2594;6861386.5825
48.8471500557,2.26913587273;"{""type"": ""Point"", ""coordinates"": [2.269135872730268, 48.847150055709754]}";65;42947;251;Église d'Auteuil;EGLISE D'AUTEUIL;Église d'Auteuil;2265;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110029;10;METRO;M10;3.0;110.0;RATP;0;1;0;646364.8036;6861037.7277
48.8905871866,2.32017475579;"{""type"": ""Point"", ""coordinates"": [2.320174755787803, 48.89058718660406]}";67;45487;113;Brochant;BROCHANT;Brochant;2345;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113069;13;METRO;M13;3.0;110.0;RATP;0;1;0;650151.8308;6865834.137
48.8785141131,2.38161451194;"{""type"": ""Point"", ""coordinates"": [2.381614511939643, 48.878514113124524]}";68;45609;120;Buttes-Chaumont;BUTTES-CHAUMONT;Buttes-Chaumont;2363;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-117035;7b;METRO;M7bis;3.0;110.0;RATP;0;1;0;654646.2892;6864454.645
48.8747486507,2.29556025621;"{""type"": ""Point"", ""coordinates"": [2.295560256213146, 48.874748650679884]}";82;58759;154;Charles de Gaulle-Étoile;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;2150;Metro;0;0;0;1;0;0;0;0;0;0;M6;0;0;0;A01539;C01376;6;12.0;6-337;6;METRO;M6;3.0;110.0;RATP;0;1;0;648331.3084;6864088.8195
48.8444563946,2.44043997806;"{""type"": ""Point"", ""coordinates"": [2.440439978057245, 48.84445639456911]}";85;42582;160;Château de Vincennes;CHATEAU DE VINCENNES;Château de Vincennes;2024;Metro;0;0;0;1;0;0;0;0;0;0;M1;0;0;0;A01534;;1;1.0;1-101033;1;METRO;M1;3.0;110.0;RATP;0;1;0;658933.7619;6860635.4943
48.8724249145,2.35604490767;"{""type"": ""Point"", ""coordinates"": [2.356044907672175, 48.87242491448899]}";86;42579;159;Château d'Eau;CHATEAU D'EAU;Château d'Eau;2082;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104043;4;METRO;M4;3.0;110.0;RATP;0;1;0;652765.4788;6863792.5575
48.8785656258,2.36216007192;"{""type"": ""Point"", ""coordinates"": [2.362160071922951, 48.87856562579959]}";87;42583;161;Château-Landon;CHATEAU-LANDON;Château-Landon;2179;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107043;7;METRO;M7;3.0;110.0;RATP;0;1;0;653219.5359;6864471.7227
48.8107464886,2.30167855546;"{""type"": ""Point"", ""coordinates"": [2.301678555458344, 48.810746488579554]}";94;42588;171;Châtillon-Montrouge;CHATILLON-MONTROUGE;Châtillon-Montrouge;2327;Metro;0;0;0;1;0;0;0;0;0;0;M13;0;0;0;A01546;;13;5.0;13-114033;13;METRO;M13;3.0;110.0;RATP;899926;1;0;648717.1202;6856968.4786
48.8349477223,2.36812632906;"{""type"": ""Point"", ""coordinates"": [2.368126329061811, 48.83494772234804]}";98;45267;183;Chevaleret;CHEVALERET;Chevaleret;2130;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106045;6;METRO;M6;3.0;110.0;RATP;0;1;0;653618.2928;6859618.2657
48.8661671149,2.32317568086;"{""type"": ""Point"", ""coordinates"": [2.323175680856618, 48.86616711494918]}";104;45676;200;Concorde;CONCORDE;Concorde;2311;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-101061;12;METRO;M12;3.0;110.0;RATP;0;1;0;650348.5931;6863116.9028
48.8270854489,2.27941168205;"{""type"": ""Point"", ""coordinates"": [2.27941168205042, 48.82708544889642]}";108;42759;210;Corentin Celton;CORENTIN-CELTON;Corentin Celton;2325;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112033;12;METRO;M12;3.0;110.0;RATP;899927;1;0;647098.5235;6858799.8446
48.831129548,2.34351165775;"{""type"": ""Point"", ""coordinates"": [2.343511657749775, 48.83112954802664]}";113;45276;331;Glacière;GLACIERE;Glacière;2134;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106053;6;METRO;M6;3.0;110.0;RATP;0;1;0;651808.0022;6859208.4674
48.8686998474,2.30950515734;"{""type"": ""Point"", ""coordinates"": [2.309505157337886, 48.86869984735293]}";117;43026;294;Franklin D.Roosevelt;FRANKLIN-D.ROOSEVELT;Franklin-D.Roosevelt;2248;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109049;9;METRO;M9;3.0;110.0;RATP;0;1;0;649348.2201;6863407.2048
48.8651634349,2.39874659344;"{""type"": ""Point"", ""coordinates"": [2.398746593442591, 48.865163434881474]}";122;43055;302;Gambetta;GAMBETTA;Gambetta;2359;Metro;0;0;0;1;0;0;0;0;0;0;M3bis;0;0;0;A01549;C01386;M3bis;9.0;3b-103037;3bis;METRO;M3bis;3.0;110.0;RATP;0;1;0;655891.4641;6862960.4349
48.8737134067,2.32769540963;"{""type"": ""Point"", ""coordinates"": [2.327695409630173, 48.87371340670773]}";125;58718;345;Havre-Caumartin;HAVRE-CAUMARTIN;Havre-Caumartin;2244;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-103061;9;METRO;M9;3.0;110.0;RATP;0;1;0;650687.2939;6863953.16
48.8501778619,2.38409221007;"{""type"": ""Point"", ""coordinates"": [2.384092210066296, 48.85017786190035]}";133;42980;279;Faidherbe Chaligny;FAIDHERBE-CHALIGNY;Faidherbe-Chaligny;2203;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108063;8;METRO;M8;3.0;110.0;RATP;0;1;0;654803.4286;6861302.4487
48.8427467798,2.29191241332;"{""type"": ""Point"", ""coordinates"": [2.291912413317874, 48.84274677979287]}";135;42984;282;Félix Faure;FELIX FAURE;Félix Faure;2222;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108025;8;METRO;M8;3.0;110.0;RATP;0;1;0;648031.8468;6860532.9003
48.8798501425,2.35745934659;"{""type"": ""Point"", ""coordinates"": [2.357459346588716, 48.87985014251204]}";144;43233;319;Gare du Nord;GARE DU NORD;Gare du Nord;2113;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-384;5;METRO;M5;3.0;110.0;RATP;0;1;1;652875.9451;6864617.3479
48.8647940658,2.29416201811;"{""type"": ""Point"", ""coordinates"": [2.294162018108231, 48.86479406581556]}";147;43395;359;Iéna;IENA;Iéna;2250;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109045;9;METRO;M9;3.0;110.0;RATP;0;1;0;648218.8598;6862982.8662
48.8831474514,2.37100144075;"{""type"": ""Point"", ""coordinates"": [2.371001440751848, 48.88314745138979]}";153;43425;374;Jaurès;JAURES;Jaurès;2115;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-117039;5;METRO;M5;3.0;110.0;RATP;0;1;0;653872.0243;6864975.9922
48.8828919175,2.30905226455;"{""type"": ""Point"", ""coordinates"": [2.309052264550479, 48.88289191745412]}";168;59370;506;Malesherbes;MALESHERBES;Malesherbes;2056;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103069;3;METRO;M3;3.0;110.0;RATP;0;1;0;649328.8075;6864985.5498
48.8337088491,2.24384059238;"{""type"": ""Point"", ""coordinates"": [2.243840592379736, 48.833708849103964]}";172;47021;513;Marcel Sembat;MARCEL SEMBAT;Marcel Sembat;2260;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109025;9;METRO;M9;3.0;110.0;RATP;0;1;0;644494.2278;6859560.7019
48.837117007,2.40233316592;"{""type"": ""Point"", ""coordinates"": [2.402333165917443, 48.8371170069955]}";180;44140;546;Michel Bizot;MICHEL BIZOT;Michel Bizot;2199;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108071;8;METRO;M8;3.0;110.0;RATP;0;1;0;656130.969;6859839.9191
48.8921870764,2.2370180564;"{""type"": ""Point"", ""coordinates"": [2.237018056395013, 48.892187076449495]}";186;43536;414;La Défense - Grande Arche;LA DEFENSE-GRANDE ARCHE;La Défense - Grande Arche;2000;Metro;0;0;0;1;0;0;0;0;0;0;M1;0;0;0;A01534;;1;1.0;1-390;1;METRO;M1;3.0;110.0;RATP;788011;1;1;644056.2663;6866067.7406
48.8493505536,2.29830140173;"{""type"": ""Point"", ""coordinates"": [2.298301401728378, 48.849350553620916]}";190;43566;422;La Motte Picquet-Grenelle;LA MOTTE-PICQUET-GRENELLE;La Motte Picquet Grenelle;2220;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-106071;8;METRO;M8;3.0;110.0;RATP;0;1;0;648507.262;6861262.9852
48.8358634842,2.35258892564;"{""type"": ""Point"", ""coordinates"": [2.352588925635323, 48.83586348417992]}";198;43737;459;Les Gobelins;LES GOBELINS;Les Gobelins;2163;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107075;7;METRO;M7;3.0;110.0;RATP;0;1;0;652478.6539;6859729.3272
48.8623162787,2.34567382822;"{""type"": ""Point"", ""coordinates"": [2.345673828222722, 48.862316278695594]}";199;417675;460;Les Halles;LES HALLES;Les Halles;2086;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104051;4;METRO;M4;3.0;110.0;RATP;0;1;0;651995.4564;6862674.8091
48.8260549965,2.40674222593;"{""type"": ""Point"", ""coordinates"": [2.406742225927991, 48.826054996548]}";201;43811;466;Liberté;LIBERTE;Liberté;2196;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108077;8;METRO;M8;3.0;110.0;RATP;899939;1;0;656445.3488;6858607.5005
48.8706670209,2.32575263529;"{""type"": ""Point"", ""coordinates"": [2.325752635286725, 48.87066702089793]}";210;43898;488;Madeleine;MADELEINE;Madeleine;2370;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01547;;14;6.0;14-108039;14;METRO;M14;3.0;110.0;RATP;0;1;0;650541.9048;6863615.6397
48.869633173,2.32627227403;"{""type"": ""Point"", ""coordinates"": [2.326272274027748, 48.8696331730249]}";211;43898;489;Madeleine;MADELEINE;Madeleine;2215;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108039;8;METRO;M8;3.0;110.0;RATP;0;1;0;650579.0401;6863500.3584
48.8241050307,2.27304152514;"{""type"": ""Point"", ""coordinates"": [2.273041525142414, 48.82410503068897]}";216;44050;495;Mairie d'Issy;MAIRIE D'ISSY;Mairie d'Issy;2326;Metro;0;0;0;1;0;0;0;0;0;0;M12;0;0;0;A01545;;12;4.0;12-112031;12;METRO;M12;3.0;110.0;RATP;899941;1;0;646627.8252;6858472.7468
48.8091443609,2.43450989593;"{""type"": ""Point"", ""coordinates"": [2.434509895933691, 48.80914436093604]}";219;44066;500;Maisons-Alfort-Stade;MAISONS-ALFORT-STADE;Maisons-Alfort-Stade;2193;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108083;8;METRO;M8;3.0;110.0;RATP;0;1;0;658470.4404;6856712.2781
48.8626540191,2.38760728815;"{""type"": ""Point"", ""coordinates"": [2.387607288151709, 48.86265401909354]}";229;44310;633;Père Lachaise;PERE LACHAISE;Père Lachaise;2029;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-103039;2;METRO;M2;3.0;110.0;RATP;0;1;0;655072.126;6862687.687
48.8631232146,2.38588244933;"{""type"": ""Point"", ""coordinates"": [2.385882449326147, 48.863123214642066]}";230;44310;634;Père Lachaise;PERE LACHAISE;Père Lachaise;2071;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103039;3;METRO;M3;3.0;110.0;RATP;0;1;0;654945.9924;6862740.8407
48.848474286,2.39506230543;"{""type"": ""Point"", ""coordinates"": [2.39506230542588, 48.848474285974355]}";234;44191;584;Nation;NATION;Nation;2025;Metro;0;0;0;1;0;0;0;0;0;0;M2;0;0;0;A01535;;2;7.0;2-339;2;METRO;M2;3.0;110.0;RATP;0;1;0;655606.9695;6861106.8032
48.8489446451,2.39587943519;"{""type"": ""Point"", ""coordinates"": [2.395879435185689, 48.84894464506382]}";236;44191;586;Nation;NATION;Nation;2232;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-339;9;METRO;M9;3.0;110.0;RATP;0;1;0;655667.3331;6861158.6438
48.8332167197,2.36285639952;"{""type"": ""Point"", ""coordinates"": [2.362856399519011, 48.83321671970984]}";237;44192;587;Nationale;NATIONALE;Nationale;2131;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106047;6;METRO;M6;3.0;110.0;RATP;0;1;0;653229.9171;6859428.9054
48.8825193856,2.33708168251;"{""type"": ""Point"", ""coordinates"": [2.337081682514973, 48.88251938563631]}";242;44345;646;Pigalle;PIGALLE;Pigalle;2305;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112073;12;METRO;M12;3.0;110.0;RATP;0;1;0;651383.9697;6864926.5046
48.8836149922,2.32783955611;"{""type"": ""Point"", ""coordinates"": [2.32783955611474, 48.88361499223492]}";245;44372;649;Place de Clichy;PLACE DE CLICHY;Place de Clichy;2041;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-114065;2;METRO;M2;3.0;110.0;RATP;0;1;0;650707.2389;6865054.059
48.8769498481,2.39298396482;"{""type"": ""Point"", ""coordinates"": [2.392983964817394, 48.87694984811021]}";247;44396;651;Place des Fêtes;PLACE DES FETES;Place des Fêtes;2367;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-111039;7b;METRO;M7bis;3.0;110.0;RATP;0;1;0;655478.7954;6864274.2381
48.8311126604,2.32970501262;"{""type"": ""Point"", ""coordinates"": [2.329705012620184, 48.83111266037532]}";252;44183;573;Mouton-Duvernet;MOUTON-DUVERNET;Mouton-Duvernet;2098;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104075;4;METRO;M4;3.0;110.0;RATP;0;1;0;650794.4816;6859215.1047
48.8449426325,2.3287780269;"{""type"": ""Point"", ""coordinates"": [2.328778026901661, 48.84494263252667]}";254;44211;601;Notre-Dame-des-Champs;NOTRE-DAME-DES-CHAMPS;Notre-Dame-des-Champs;2317;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112049;12;METRO;M12;3.0;110.0;RATP;0;1;0;650739.5063;6860753.4255
48.8521672611,2.33964633593;"{""type"": ""Point"", ""coordinates"": [2.33964633593288, 48.8521672611165]}";257;58716;604;Odéon;ODEON;Odéon;2280;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-104059;10;METRO;M10;3.0;110.0;RATP;0;1;0;651543.823;6861550.009
48.8585538264,2.34223275937;"{""type"": ""Point"", ""coordinates"": [2.342232759368107, 48.85855382636667]}";268;44491;674;Pont Neuf (La Monnaie);PONT-NEUF (LA MONNAIE);Pont-Neuf;2170;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107061;7;METRO;M7;3.0;110.0;RATP;0;1;0;651739.5237;6862258.5537
48.8479715406,2.25774468038;"{""type"": ""Point"", ""coordinates"": [2.257744680376011, 48.8479715405977]}";270;44504;683;Porte d'Auteuil;PORTE D'AUTEUIL;Porte d'Auteuil;2267;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110033;10;METRO;M10;3.0;110.0;RATP;0;1;0;645529.7326;6861136.8657
48.8973898907,2.38550838768;"{""type"": ""Point"", ""coordinates"": [2.385508387679287, 48.89738989068258]}";276;44518;692;Porte de la Villette;PORTE DE LA VILLETTE;Porte de la Villette;2185;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107031;7;METRO;M7;3.0;110.0;RATP;0;1;0;654948.2026;6866551.3039
48.8535439161,2.41062642574;"{""type"": ""Point"", ""coordinates"": [2.41062642573733, 48.853543916083574]}";277;44520;693;Porte de Montreuil;PORTE DE MONTREUIL;Porte de Montreuil;2229;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109087;9;METRO;M9;3.0;110.0;RATP;0;1;0;656753.3202;6861661.8646
48.8724223837,2.31003834462;"{""type"": ""Point"", ""coordinates"": [2.310038344619937, 48.872422383651006]}";279;44884;778;Saint-Philippe du Roule;SAINT-PHILIPPE-DU-ROULE;Saint-Philippe du Roule;2247;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109051;9;METRO;M9;3.0;110.0;RATP;0;1;0;649390.9483;6863820.7798
48.8842789443,2.36588135817;"{""type"": ""Point"", ""coordinates"": [2.365881358169886, 48.88427894428395]}";290;44901;808;Stalingrad;STALINGRAD;Stalingrad;2035;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-105055;2;METRO;M2;3.0;110.0;RATP;0;1;0;653497.5585;6865104.8108
48.8843851454,2.36939198436;"{""type"": ""Point"", ""coordinates"": [2.36939198436133, 48.88438514535302]}";292;44901;810;Stalingrad;STALINGRAD;Stalingrad;2181;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-105055;7;METRO;M7;3.0;110.0;RATP;0;1;0;653755.0955;6865114.558
48.8779727014,2.29831037512;"{""type"": ""Point"", ""coordinates"": [2.298310375124942, 48.87797270142754]}";299;44931;850;Ternes;TERNES;Ternes;2046;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102075;2;METRO;M2;3.0;110.0;RATP;0;1;0;648536.2024;6864445.5141
48.8192233496,2.35970521675;"{""type"": ""Point"", ""coordinates"": [2.35970521674602, 48.81922334960905]}";308;44506;703;Porte d'Italie;PORTE D'ITALIE;Porte d'Italie;2155;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107083;7;METRO;M7;3.0;110.0;RATP;0;1;0;652985.99;6857874.877
48.8213557838,2.36929058735;"{""type"": ""Point"", ""coordinates"": [2.369290587346029, 48.82135578381407]}";309;44507;704;Porte d'Ivry;PORTE D'IVRY;Porte d'Ivry;2153;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107087;7;METRO;M7;3.0;110.0;RATP;0;1;0;653691.6801;6858106.3134
48.823411629,2.32557563621;"{""type"": ""Point"", ""coordinates"": [2.325575636212245, 48.82341162898737]}";311;44508;706;Porte d'Orléans;PORTE D'ORLEANS;Porte d'Orléans;2100;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104079;4;METRO;M4;3.0;110.0;RATP;0;1;0;650484.043;6858361.4233
48.8389642807,2.33075419209;"{""type"": ""Point"", ""coordinates"": [2.330754192086216, 48.83896428071055]}";323;45314;724;Raspail;RASPAIL;Raspail;2137;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-104071;6;METRO;M6;3.0;110.0;RATP;0;1;0;650878.8981;6860087.4642
48.8663402993,2.35206831805;"{""type"": ""Point"", ""coordinates"": [2.35206831805007, 48.86634029928854]}";324;44600;725;Réaumur Sébastopol;REAUMUR-SEBASTOPOL;Réaumur-Sébastopol;2065;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-104047;3;METRO;M3;3.0;110.0;RATP;0;1;0;652468.2482;6863118.3797
48.8675034238,2.36382614398;"{""type"": ""Point"", ""coordinates"": [2.363826143977407, 48.867503423778835]}";327;44617;729;République;REPUBLIQUE;République;2290;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-109069;11;METRO;M11;3.0;110.0;RATP;0;1;0;653331.8161;6863240.6969
48.888267617,2.37420401204;"{""type"": ""Point"", ""coordinates"": [2.374204012035862, 48.88826761697048]}";336;44643;739;Riquet;RIQUET;Riquet;2182;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107037;7;METRO;M7;3.0;110.0;RATP;0;1;0;654111.394;6865543.4601
48.8555509402,2.32571242217;"{""type"": ""Point"", ""coordinates"": [2.325712422170926, 48.855550940165315]}";340;58717;752;Rue du Bac;RUE DU BAC;Rue du Bac;2314;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112055;12;METRO;M12;3.0;110.0;RATP;0;1;0;650524.602;6861934.8835
48.8714977394,2.34315477308;"{""type"": ""Point"", ""coordinates"": [2.343154773075232, 48.871497739350026]}";342;43310;755;Grands Boulevards (Rue Montmartre);GRANDS BOULEVARDS (RUE MONTMARTRE);Grands Boulevards;2241;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-108045;9;METRO;M9;3.0;110.0;RATP;0;1;0;651819.1431;6863697.2503
48.9299358897,2.35603579417;"{""type"": ""Point"", ""coordinates"": [2.356035794172796, 48.929935889678674]}";346;44861;762;Saint-Denis-Porte de Paris;SAINT-DENIS-PORTE DE PARIS;Saint-Denis-Porte de Paris;2354;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;C01383;13;5.0;13-114079;13;METRO;M13;3.0;110.0;RATP;899955;1;0;652816.9646;6870187.543
48.8415055224,2.30794867934;"{""type"": ""Point"", ""coordinates"": [2.30794867933675, 48.84150552236794]}";357;45060;919;Volontaires;VOLONTAIRES;Volontaires;2321;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112041;12;METRO;M12;3.0;110.0;RATP;0;1;0;649207.5446;6860384.4512
48.8264260109,2.35724565076;"{""type"": ""Point"", ""coordinates"": [2.357245650758685, 48.82642601087566]}";368;58740;855;Tolbiac;TOLBIAC;Tolbiac;2161;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107079;7;METRO;M7;3.0;110.0;RATP;0;1;0;652811.918;6858677.1935
